row;force;time
2699;-17.53;35127
2700;-17.94;35139
2701;-18.01;35151
2702;-17.02;35163
2703;-17.24;35175
2704;-17.22;35187
2705;-17.10;35199
2706;-16.88;35211
2707;-17.03;35222
2708;-17.64;35234
2709;-17.77;35246
2710;-17.59;35258
2711;-17.67;35270
2712;-18.33;35282
2713;-18.09;35294
2714;-18.16;35306
2715;-17.90;35318
2716;-16.94;35330
2717;-17.13;35341
2718;-17.13;35353
2719;-16.90;35365
2720;-17.08;35377
2721;-17.75;35389
2722;-18.08;35401
2723;-17.51;35413
2724;-17.23;35425
2725;-16.79;35437
2726;-17.37;35449
2727;-17.34;35461
2728;-17.20;35472
2729;-17.21;35484
2730;-17.69;35496
2731;-18.19;35508
2732;-17.53;35520
2733;-17.67;35532
2734;-17.57;35544
2735;-17.51;35556
2736;-17.65;35568
2737;-17.94;35580
2738;-17.92;35591
2739;-17.98;35603
2740;-17.70;35615
2741;-17.12;35627
2742;-17.03;35639
2743;-17.13;35651
2744;-17.56;35663
2745;-17.86;35675
2746;-18.23;35687
2747;-18.14;35699
2748;-17.29;35710
2749;-17.53;35722
2750;-17.19;35734
2751;-16.94;35746
2752;-17.21;35758
2753;-17.14;35770
2754;-18.23;35782
2755;-17.95;35794
2756;-18.08;35806
2757;-17.85;35818
2758;-17.40;35829
2759;-16.92;35841
2760;-17.03;35853
2761;-17.57;35865
2762;-17.50;35877
2763;-18.08;35889
2764;-18.17;35901
2765;-18.05;35913
2766;-18.12;35925
2767;-18.03;35937
2768;-17.89;35948
2769;-18.13;35960
2770;-18.31;35972
2771;-17.92;35984
2772;-17.38;35996
2773;-17.58;36008
2774;-17.52;36020
2775;-17.46;36032
2776;-16.69;36044
2777;-17.29;36056
2778;-17.31;36068
2779;-17.27;36079
2780;-17.73;36091
2781;-17.78;36103
2782;-17.47;36115
2783;-17.96;36127
2784;-18.14;36139
2785;-17.01;36151
2786;-17.22;36163
2787;-17.34;36175
2788;-16.72;36187
2789;-17.35;36198
2790;-17.56;36210
2791;-17.06;36222
2792;-17.40;36234
2793;-17.29;36246
2794;-17.46;36258
2795;-17.79;36270
2796;-17.14;36282
2797;-16.94;36294
2798;-17.46;36306
2799;-18.01;36317
2800;-17.52;36329
2801;-17.09;36341
2802;-17.35;36353
2803;-17.74;36365
2804;-17.92;36377
2805;-18.00;36389
2806;-18.19;36401
2807;-17.96;36413
2808;-17.67;36425
2809;-17.92;36436
2810;-17.47;36448
2811;-16.95;36460
2812;-17.52;36472
2813;-17.42;36484
2814;-17.25;36496
2815;-17.51;36508
2816;-17.52;36520
2817;-17.56;36532
2818;-17.48;36544
2819;-17.40;36555
2820;-17.70;36567
2821;-17.93;36579
2822;-18.05;36591
2823;-17.85;36603
2824;-17.02;36615
2825;-17.43;36627
2826;-17.63;36639
2827;-17.05;36651
2828;-17.14;36663
2829;-17.53;36674
2830;-17.20;36686
2831;-17.43;36698
2832;-17.32;36710
2833;-17.25;36722
2834;-17.16;36734
2835;-17.61;36746
2836;-17.24;36758
2837;-17.68;36770
2838;-17.74;36782
2839;-17.40;36793
2840;-17.38;36805
2841;-17.42;36817
2842;-17.22;36829
2843;-17.36;36841
2844;-17.21;36853
2845;-16.60;36865
2846;-17.53;36877
2847;-17.70;36889
2848;-17.09;36901
2849;-17.06;36912
2850;-17.64;36924
2851;-17.31;36936
2852;-17.60;36948
2853;-17.43;36960
2854;-17.19;36972
2855;-17.48;36984
2856;-17.51;36996
2857;-17.93;37008
2858;-17.91;37020
2859;-17.66;37032
2860;-17.30;37043
2861;-17.16;37055
2862;-17.03;37067
2863;-17.23;37079
2864;-17.11;37091
2865;-17.30;37103
2866;-17.36;37115
2867;-17.08;37127
2868;-17.24;37139
2869;-17.34;37151
2870;-17.11;37162
2871;-16.85;37174
2872;-17.18;37186
2873;-17.32;37198
2874;-17.37;37210
2875;-17.58;37222
2876;-17.59;37234
2877;-17.40;37246
2878;-17.95;37258
2879;-17.37;37270
2880;-17.16;37281
2881;-18.04;37293
2882;-17.91;37305
2883;-17.06;37317
2884;-15.14;37329
2885;-16.50;37341
2886;-17.57;37353
2887;-17.14;37365
2888;-17.20;37377
2889;-16.88;37389
2890;-13.81;37400
2891;-15.14;37412
2892;-17.36;37424
2893;-17.75;37436
2894;-17.81;37448
2895;-18.24;37460
2896;-18.10;37472
2897;-17.14;37484
2898;-17.31;37496
2899;-17.06;37508
2900;-17.59;37519
2901;-17.45;37531
2902;-17.23;37543
2903;-17.19;37555
2904;-17.68;37567
2905;-17.24;37579
2906;-18.00;37591
2907;-17.89;37603
2908;-17.93;37615
2909;-17.38;37627
2910;-17.79;37638
2911;-17.84;37650
2912;-17.41;37662
2913;-17.08;37674
2914;-16.84;37686
2915;-17.44;37698
2916;-17.60;37710
2917;-17.41;37722
2918;-17.31;37734
2919;-17.47;37746
2920;-17.39;37757
2921;-17.16;37769
2922;-16.59;37781
2923;-17.05;37793
2924;-17.39;37805
2925;-17.29;37817
2926;-17.50;37829
2927;-17.01;37841
2928;-17.04;37853
2929;-17.14;37865
2930;-17.17;37876
2931;-17.05;37888
2932;-17.61;37900
2933;-17.43;37912
2934;-17.38;37924
2935;-17.65;37936
2936;-17.80;37948
2937;-17.53;37960
2938;-17.54;37972
2939;-17.19;37984
2940;-17.08;37996
2941;-17.23;38007
2942;-17.76;38019
2943;-17.71;38031
2944;-17.77;38043
2945;-18.33;38055
2946;-17.93;38067
2947;-17.54;38079
2948;-16.65;38091
2949;-17.35;38103
2950;-17.89;38115
2951;-17.17;38126
2952;-17.25;38138
2953;-17.06;38150
2954;-17.18;38162
2955;-17.15;38174
2956;-17.86;38186
2957;-17.86;38198
2958;-17.73;38210
2959;-17.78;38222
2960;-18.43;38234
2961;-17.75;38245
2962;-17.28;38257
2963;-17.78;38269
2964;-17.53;38281
2965;-17.18;38293
2966;-16.95;38305
2967;-17.24;38317
2968;-17.89;38329
2969;-18.21;38341
2970;-17.59;38353
2971;-17.20;38364
2972;-17.09;38376
2973;-16.99;38388
2974;-17.25;38400
2975;-17.35;38412
2976;-17.48;38424
2977;-17.42;38436
2978;-17.58;38448
2979;-18.50;38460
2980;-17.85;38472
2981;-17.81;38483
2982;-17.33;38495
2983;-17.00;38507
2984;-17.70;38519
2985;-17.79;38531
2986;-17.37;38543
2987;-17.11;38555
2988;-17.40;38567
2989;-17.76;38579
2990;-17.98;38591
2991;-17.67;38602
2992;-18.28;38614
2993;-18.14;38626
2994;-17.63;38638
2995;-17.14;38650
2996;-17.73;38662
2997;-18.15;38674
2998;-17.88;38686
2999;-17.37;38698
3000;-16.96;38710
3001;-17.11;38721
3002;-17.37;38733
3003;-17.32;38745
3004;-17.74;38757
3005;-17.45;38769
3006;-18.15;38781
3007;-17.87;38793
3008;-17.28;38805
3009;-17.35;38817
3010;-17.49;38829
3011;-17.15;38841
3012;-17.15;38852
3013;-17.28;38864
3014;-17.44;38876
3015;-17.66;38888
3016;-17.42;38900
3017;-17.65;38912
3018;-17.61;38924
3019;-17.95;38936
3020;-17.90;38948
3021;-17.73;38960
3022;-17.51;38971
3023;-17.24;38983
3024;-17.64;38995
3025;-17.68;39007
3026;-17.42;39019
3027;-17.75;39031
3028;-18.09;39043
3029;-18.04;39055
3030;-17.93;39067
3031;-17.31;39079
3032;-17.06;39090
3033;-16.76;39102
3034;-16.35;39114
3035;-16.92;39126
3036;-17.24;39138
3037;-17.51;39150
3038;-17.80;39162
3039;-17.75;39174
3040;-18.17;39186
3041;-17.93;39198
3042;-17.15;39209
3043;-16.82;39221
3044;-17.17;39233
3045;-17.85;39245
3046;-17.47;39257
3047;-17.42;39269
3048;-17.65;39281
3049;-17.07;39293
3050;-17.35;39305
3051;-17.24;39317
3052;-17.76;39328
3053;-17.90;39340
3054;-18.07;39352
3055;-17.59;39364
3056;-17.22;39376
3057;-17.26;39388
3058;-17.71;39400
3059;-17.42;39412
3060;-16.93;39424
3061;-17.89;39436
3062;-18.26;39447
3063;-17.68;39459
3064;-17.63;39471
3065;-16.82;39483
3066;-16.84;39495
3067;-17.59;39507
3068;-17.41;39519
3069;-17.07;39531
3070;-17.98;39543
3071;-18.18;39555
3072;-17.67;39566
3073;-17.90;39578
3074;-17.97;39590
3075;-17.75;39602
3076;-17.74;39614
3077;-16.88;39626
3078;-17.08;39638
3079;-17.07;39650
3080;-16.96;39662
3081;-17.67;39674
3082;-17.52;39685
3083;-17.38;39697
3084;-17.24;39709
3085;-17.89;39721
3086;-17.33;39733
3087;-16.92;39745
3088;-17.40;39757
3089;-17.39;39769
3090;-17.51;39781
3091;-17.83;39793
3092;-18.09;39804
3093;-17.12;39816
3094;-17.00;39828
3095;-16.98;39840
3096;-17.49;39852
3097;-17.81;39864
3098;-17.66;39876
3099;-17.88;39888
3100;-18.02;39900
3101;-17.48;39912
3102;-17.65;39923
3103;-17.70;39935
3104;-17.53;39947
3105;-17.75;39959
3106;-17.63;39971
3107;-17.24;39983
3108;-17.63;39995
3109;-17.45;40007
3110;-17.50;40019
3111;-17.03;40031
3112;-16.81;40042
3113;-17.05;40054
3114;-17.42;40066
3115;-17.62;40078
3116;-18.02;40090
3117;-17.83;40102
3118;-18.11;40114
3119;-17.88;40126
3120;-17.65;40138
3121;-17.52;40150
3122;-17.31;40162
3123;-17.76;40173
3124;-18.05;40185
3125;-17.03;40197
3126;-16.82;40209
3127;-17.19;40221
3128;-17.55;40233
3129;-17.91;40245
3130;-17.89;40257
3131;-18.28;40269
3132;-18.13;40281
3133;-17.21;40292
3134;-17.68;40304
3135;-17.94;40316
3136;-17.75;40328
3137;-17.33;40340
3138;-17.41;40352
3139;-17.59;40364
3140;-17.67;40376
3141;-17.89;40388
3142;-17.63;40400
3143;-17.60;40411
3144;-17.94;40423
3145;-17.15;40435
3146;-17.01;40447
3147;-17.83;40459
3148;-18.12;40471
3149;-17.72;40483
3150;-17.64;40495
3151;-17.62;40507
3152;-16.95;40519
3153;-16.80;40530
3154;-17.16;40542
3155;-17.27;40554
3156;-17.57;40566
3157;-17.64;40578
3158;-17.50;40590
3159;-17.50;40602
3160;-16.93;40614
3161;-17.63;40626
3162;-17.76;40638
3163;-17.03;40649
3164;-17.84;40661
3165;-18.40;40673
3166;-18.48;40685
3167;-18.08;40697
3168;-17.75;40709
3169;-17.27;40721
3170;-17.59;40733
3171;-18.09;40745
3172;-17.45;40757
3173;-17.60;40768
3174;-17.76;40780
3175;-18.45;40792
3176;-18.16;40804
3177;-18.06;40816
3178;-18.01;40828
3179;-17.99;40840
3180;-17.58;40852
3181;-17.02;40864
3182;-17.90;40876
3183;-18.32;40888
3184;-17.82;40899
3185;-17.89;40911
3186;-17.61;40923
3187;-17.63;40935
3188;-17.72;40947
3189;-17.25;40959
3190;-17.14;40971
3191;-17.67;40983
3192;-17.99;40995
3193;-17.78;41007
3194;-17.80;41018
3195;-17.90;41030
3196;-17.68;41042
3197;-17.16;41054
3198;-16.70;41066
3199;-16.86;41078
3200;-16.86;41090
3201;-17.76;41102
3202;-18.22;41114
3203;-18.26;41126
3204;-18.00;41137
3205;-17.40;41149
3206;-17.34;41161
3207;-17.75;41173
3208;-17.66;41185
3209;-17.66;41197
3210;-17.39;41209
3211;-17.44;41221
3212;-17.69;41233
3213;-17.75;41245
3214;-17.76;41256
3215;-17.07;41268
3216;-17.43;41280
3217;-17.67;41292
3218;-17.80;41304
3219;-17.95;41316
3220;-17.27;41328
3221;-17.39;41340
3222;-17.20;41352
3223;-17.42;41364
3224;-18.13;41375
3225;-17.98;41387
3226;-18.17;41399
3227;-18.15;41411
3228;-17.31;41423
3229;-17.03;41435
3230;-17.26;41447
3231;-17.30;41459
3232;-17.55;41471
3233;-17.85;41483
3234;-17.83;41494
3235;-17.96;41506
3236;-17.40;41518
3237;-17.83;41530
3238;-17.81;41542
3239;-17.82;41554
3240;-18.06;41566
3241;-17.65;41578
3242;-17.35;41590
3243;-17.53;41602
3244;-18.21;41613
3245;-17.78;41625
3246;-17.36;41637
3247;-17.44;41649
3248;-17.71;41661
3249;-17.50;41673
3250;-17.75;41685
3251;-17.78;41697
3252;-17.52;41709
3253;-17.27;41721
3254;-17.35;41733
3255;-18.31;41744
3256;-17.88;41756
3257;-16.95;41768
3258;-16.77;41780
3259;-17.57;41792
3260;-18.07;41804
3261;-18.26;41816
3262;-17.74;41828
3263;-17.36;41840
3264;-17.95;41852
3265;-18.21;41863
3266;-18.46;41875
3267;-17.86;41887
3268;-17.16;41899
3269;-17.47;41911
3270;-17.67;41923
3271;-17.84;41935
3272;-18.27;41947
3273;-17.37;41959
3274;-17.14;41971
3275;-16.83;41982
3276;-16.52;41994
3277;-17.50;42006
3278;-17.61;42018
3279;-17.58;42030
3280;-18.17;42042
3281;-17.98;42054
3282;-17.44;42066
3283;-17.41;42078
3284;-17.24;42090
3285;-17.67;42101
3286;-17.87;42113
3287;-18.31;42125
3288;-18.04;42137
3289;-17.37;42149
3290;-17.27;42161
3291;-17.65;42173
3292;-17.72;42185
3293;-17.82;42197
3294;-17.56;42209
3295;-17.34;42220
3296;-17.22;42232
3297;-17.59;42244
3298;-17.86;42256
3299;-18.08;42268
3300;-17.17;42280
3301;-16.83;42292
3302;-17.80;42304
3303;-17.46;42316
3304;-16.80;42328
3305;-16.98;42339
3306;-17.53;42351
3307;-17.75;42363
3308;-18.49;42375
3309;-18.08;42387
3310;-17.57;42399
3311;-17.47;42411
3312;-17.19;42423
3313;-17.47;42435
3314;-18.12;42447
3315;-17.84;42459
3316;-17.52;42470
3317;-17.69;42482
3318;-17.87;42494
3319;-18.24;42506
3320;-17.92;42518
3321;-17.69;42530
3322;-17.53;42542
3323;-17.46;42554
3324;-17.22;42566
3325;-17.50;42578
3326;-17.33;42589
3327;-16.78;42601
3328;-17.52;42613
3329;-18.44;42625
3330;-18.46;42637
3331;-18.24;42649
3332;-17.73;42661
3333;-16.66;42673
3334;-16.67;42685
3335;-16.66;42697
3336;-17.35;42708
3337;-17.59;42720
3338;-17.43;42732
3339;-17.72;42744
3340;-17.40;42756
3341;-17.43;42768
3342;-17.72;42780
3343;-17.28;42792
3344;-16.98;42804
3345;-17.57;42816
3346;-17.68;42827
3347;-17.66;42839
3348;-17.90;42851
3349;-17.80;42863
3350;-17.64;42875
3351;-16.54;42887
3352;-17.42;42899
3353;-17.64;42911
3354;-17.51;42923
3355;-17.92;42935
3356;-18.10;42946
3357;-18.08;42958
3358;-17.49;42970
3359;-17.37;42982
3360;-17.65;42994
3361;-17.75;43006
3362;-17.64;43018
3363;-18.19;43030
3364;-17.99;43042
3365;-17.70;43054
3366;-17.61;43065
3367;-17.59;43077
3368;-17.65;43089
3369;-17.49;43101
3370;-17.12;43113
3371;-17.24;43125
3372;-17.24;43137
3373;-17.50;43149
3374;-17.87;43161
3375;-17.82;43173
3376;-17.93;43184
3377;-17.36;43196
3378;-17.13;43208
3379;-17.37;43220
3380;-17.56;43232
3381;-17.57;43244
3382;-17.15;43256
3383;-17.38;43268
3384;-17.99;43280
3385;-18.41;43292
3386;-17.72;43304
3387;-17.19;43315
3388;-17.00;43327
3389;-17.92;43339
3390;-17.95;43351
3391;-17.38;43363
3392;-17.34;43375
3393;-17.55;43387
3394;-17.93;43399
3395;-17.43;43411
3396;-17.16;43423
3397;-17.17;43434
3398;-17.58;43446
3399;-18.04;43458
3400;-17.65;43470
3401;-16.75;43482
3402;-17.47;43494
3403;-17.71;43506
3404;-17.67;43518
3405;-17.61;43530
3406;-17.99;43542
3407;-17.71;43553
3408;-16.79;43565
3409;-17.11;43577
3410;-17.90;43589
3411;-18.21;43601
3412;-17.28;43613
3413;-16.66;43625
3414;-17.87;43637
3415;-18.02;43649
3416;-17.41;43661
3417;-17.40;43672
3418;-18.01;43684
3419;-17.57;43696
3420;-17.25;43708
3421;-16.84;43720
3422;-16.83;43732
3423;-16.88;43744
3424;-17.07;43756
3425;-17.74;43768
3426;-17.82;43780
3427;-17.41;43791
3428;-17.72;43803
3429;-17.67;43815
3430;-17.44;43827
3431;-17.35;43839
3432;-18.01;43851
3433;-18.25;43863
3434;-17.96;43875
3435;-18.34;43887
3436;-18.13;43899
3437;-17.28;43910
3438;-16.76;43922
3439;-17.33;43934
3440;-17.28;43946
3441;-17.28;43958
3442;-17.04;43970
3443;-17.53;43982
3444;-17.54;43994
3445;-17.57;44006
3446;-17.22;44018
3447;-17.03;44029
3448;-17.48;44041
3449;-17.85;44053
3450;-17.79;44065
3451;-17.49;44077
3452;-16.94;44089
3453;-17.41;44101
3454;-17.84;44113
3455;-17.49;44125
3456;-17.47;44137
3457;-17.70;44148
3458;-17.31;44160
3459;-17.60;44172
3460;-17.53;44184
3461;-17.53;44196
3462;-17.78;44208
3463;-17.08;44220
3464;-17.12;44232
3465;-17.48;44244
3466;-17.65;44256
3467;-17.54;44268
3468;-17.50;44279
3469;-17.43;44291
3470;-17.66;44303
3471;-17.68;44315
3472;-17.66;44327
3473;-17.46;44339
3474;-17.53;44351
3475;-18.01;44363
3476;-17.52;44375
3477;-17.30;44387
3478;-17.38;44398
3479;-17.34;44410
3480;-17.38;44422
3481;-17.67;44434
3482;-17.47;44446
3483;-17.74;44458
3484;-17.83;44470
3485;-17.69;44482
3486;-17.67;44494
3487;-17.82;44506
3488;-17.28;44517
3489;-17.05;44529
3490;-16.48;44541
3491;-17.09;44553
3492;-17.99;44565
3493;-17.70;44577
3494;-17.30;44589
3495;-17.50;44601
3496;-17.72;44613
3497;-18.33;44625
3498;-18.47;44636
3499;-17.76;44648
3500;-17.76;44660
3501;-17.75;44672
3502;-18.02;44684
3503;-17.53;44696
3504;-17.69;44708
3505;-17.70;44720
3506;-17.89;44732
3507;-17.51;44744
3508;-17.40;44755
3509;-17.76;44767
3510;-18.20;44779
3511;-17.73;44791
3512;-16.98;44803
3513;-18.21;44815
3514;-18.02;44827
3515;-17.73;44839
3516;-17.58;44851
3517;-18.08;44863
3518;-18.34;44875
3519;-18.60;44886
3520;-18.30;44898
3521;-17.59;44910
3522;-17.68;44922
3523;-17.26;44934
3524;-16.65;44946
3525;-16.63;44958
3526;-17.04;44970
3527;-17.08;44982
3528;-17.28;44994
3529;-17.78;45005
3530;-17.69;45017
3531;-17.31;45029
3532;-17.42;45041
3533;-16.95;45053
3534;-17.22;45065
3535;-18.12;45077
3536;-17.80;45089
3537;-17.02;45101
3538;-16.40;45113
3539;-15.29;45124
3540;-16.53;45136
3541;-18.11;45148
3542;-17.82;45160
3543;-17.21;45172
3544;-17.20;45184
3545;-17.69;45196
3546;-17.14;45208
3547;-17.19;45220
3548;-17.69;45232
3549;-17.35;45243
3550;-16.53;45255
3551;-16.66;45267
3552;-18.12;45279
3553;-18.25;45291
3554;-18.00;45303
3555;-17.53;45315
3556;-17.71;45327
3557;-18.14;45339
3558;-17.73;45351
3559;-17.13;45362
3560;-17.50;45374
3561;-17.78;45386
3562;-17.68;45398
3563;-17.19;45410
3564;-17.39;45422
3565;-17.44;45434
3566;-18.09;45446
3567;-17.78;45458
3568;-17.51;45470
3569;-18.01;45481
3570;-17.96;45493
3571;-17.21;45505
3572;-16.83;45517
3573;-17.02;45529
3574;-18.12;45541
3575;-18.45;45553
3576;-17.88;45565
3577;-17.06;45577
3578;-17.41;45589
3579;-17.63;45600
3580;-17.53;45612
3581;-17.77;45624
3582;-17.52;45636
3583;-17.60;45648
3584;-17.45;45660
3585;-16.94;45672
3586;-17.31;45684
3587;-18.57;45696
3588;-18.07;45708
3589;-17.19;45719
3590;-17.71;45731
3591;-17.88;45743
3592;-17.80;45755
3593;-17.57;45767
3594;-16.72;45779
3595;-17.39;45791
3596;-17.84;45803
3597;-17.61;45815
3598;-17.66;45827
3599;-17.54;45839
3600;-18.14;45850
3601;-17.59;45862
3602;-17.54;45874
3603;-18.07;45886
3604;-17.83;45898
3605;-18.03;45910
3606;-18.21;45922
3607;-17.87;45934
3608;-17.98;45946
3609;-17.79;45958
3610;-17.12;45969
3611;-16.59;45981
3612;-17.55;45993
3613;-17.53;46005
3614;-17.23;46017
3615;-17.32;46029
3616;-17.59;46041
3617;-17.44;46053
3618;-17.42;46065
3619;-16.83;46077
3620;-17.17;46088
3621;-17.69;46100
3622;-17.33;46112
3623;-17.32;46124
3624;-17.69;46136
3625;-17.79;46148
3626;-17.65;46160
3627;-17.56;46172
3628;-17.37;46184
3629;-17.51;46196
3630;-16.83;46207
3631;-17.42;46219
3632;-17.80;46231
3633;-17.91;46243
3634;-17.50;46255
3635;-17.36;46267
3636;-16.66;46279
3637;-17.09;46291
3638;-17.52;46303
3639;-17.09;46315
3640;-17.10;46327
3641;-17.95;46338
3642;-17.75;46350
3643;-17.60;46362
3644;-17.85;46374
3645;-17.15;46386
3646;-17.62;46398
3647;-17.69;46410
3648;-17.21;46422
3649;-17.55;46434
3650;-17.57;46446
3651;-17.91;46457
3652;-17.52;46469
3653;-16.83;46481
3654;-16.88;46493
3655;-17.29;46505
3656;-17.57;46517
3657;-17.89;46529
3658;-17.80;46541
3659;-17.72;46553
3660;-17.82;46565
3661;-17.59;46576
3662;-17.19;46588
3663;-17.11;46600
3664;-17.54;46612
3665;-17.35;46624
3666;-17.37;46636
3667;-17.54;46648
3668;-17.55;46660
3669;-17.16;46672
3670;-17.47;46684
3671;-16.93;46695
3672;-17.45;46707
3673;-18.05;46719
3674;-18.26;46731
3675;-18.33;46743
3676;-17.65;46755
3677;-17.50;46767
3678;-17.81;46779
3679;-17.16;46791
3680;-16.88;46803
3681;-17.39;46814
3682;-17.47;46826
3683;-17.51;46838
3684;-17.19;46850
3685;-16.85;46862
3686;-17.59;46874
3687;-17.91;46886
3688;-17.54;46898
3689;-17.69;46910
3690;-17.85;46922
3691;-18.20;46934
3692;-17.88;46945
3693;-17.31;46957
3694;-17.76;46969
3695;-17.63;46981
3696;-17.07;46993
3697;-16.65;47005
3698;-17.16;47017
3699;-17.41;47029
3700;-17.33;47041
3701;-17.69;47053
3702;-17.90;47064
3703;-17.54;47076
3704;-17.85;47088
3705;-17.58;47100
3706;-17.08;47112
3707;-17.09;47124
3708;-17.48;47136
3709;-17.44;47148
3710;-17.24;47160
3711;-17.41;47172
3712;-17.56;47183
3713;-17.80;47195
3714;-17.78;47207
3715;-18.01;47219
3716;-18.18;47231
3717;-18.01;47243
3718;-17.63;47255
3719;-17.30;47267
3720;-17.06;47279
3721;-17.12;47291
3722;-17.12;47302
3723;-17.21;47314
3724;-17.95;47326
3725;-18.15;47338
3726;-17.82;47350
3727;-17.13;47362
3728;-17.61;47374
3729;-17.93;47386
3730;-18.03;47398
3731;-16.91;47410
3732;-17.21;47421
3733;-17.72;47433
3734;-17.85;47445
3735;-17.54;47457
3736;-16.96;47469
3737;-17.24;47481
3738;-17.71;47493
3739;-17.27;47505
3740;-17.27;47517
3741;-18.24;47529
3742;-18.29;47541
3743;-17.56;47552
3744;-16.96;47564
3745;-17.15;47576
3746;-17.46;47588
3747;-17.53;47600
3748;-17.01;47612
3749;-17.27;47624
3750;-17.45;47636
3751;-17.53;47648
3752;-17.88;47660
3753;-17.80;47671
3754;-17.25;47683
3755;-17.47;47695
3756;-18.02;47707
3757;-17.25;47719
3758;-16.92;47731
3759;-16.81;47743
3760;-17.32;47755
3761;-17.21;47767
3762;-17.36;47779
3763;-17.41;47790
3764;-17.73;47802
3765;-17.12;47814
3766;-16.51;47826
3767;-16.81;47838
3768;-17.06;47850
3769;-17.15;47862
3770;-17.86;47874
3771;-17.90;47886
3772;-17.85;47898
3773;-18.06;47909
3774;-16.92;47921
3775;-16.69;47933
3776;-17.64;47945
3777;-17.69;47957
3778;-17.69;47969
3779;-17.66;47981
3780;-17.33;47993
3781;-17.93;48005
3782;-17.58;48017
3783;-17.24;48028
3784;-17.56;48040
3785;-17.94;48052
3786;-18.14;48064
3787;-17.71;48076
3788;-17.28;48088
3789;-17.90;48100
3790;-17.75;48112
3791;-16.70;48124
3792;-17.00;48136
3793;-17.02;48147
3794;-16.97;48159
3795;-17.09;48171
3796;-17.78;48183
3797;-17.96;48195
3798;-17.93;48207
3799;-17.83;48219
3800;-17.07;48231
3801;-17.38;48243
3802;-17.52;48255
3803;-17.35;48266
3804;-17.48;48278
3805;-17.51;48290
3806;-17.27;48302
3807;-17.25;48314
3808;-17.41;48326
3809;-17.07;48338
3810;-17.35;48350
3811;-17.41;48362
3812;-17.31;48374
3813;-17.33;48385
3814;-17.52;48397
3815;-17.88;48409
3816;-17.60;48421
3817;-17.61;48433
3818;-18.08;48445
3819;-17.05;48457
3820;-16.95;48469
3821;-16.96;48481
3822;-17.30;48493
3823;-17.40;48505
3824;-17.99;48516
3825;-17.66;48528
3826;-17.47;48540
3827;-17.71;48552
3828;-17.86;48564
3829;-17.62;48576
3830;-17.44;48588
3831;-17.75;48600
3832;-17.18;48612
3833;-17.70;48624
3834;-17.82;48635
3835;-17.73;48647
3836;-17.33;48659
3837;-17.25;48671
3838;-17.53;48683
3839;-17.83;48695
3840;-17.46;48707
3841;-17.36;48719
3842;-17.48;48731
3843;-16.85;48743
3844;-16.76;48754
3845;-17.18;48766
3846;-17.14;48778
3847;-17.57;48790
3848;-18.23;48802
3849;-18.12;48814
3850;-17.38;48826
3851;-17.18;48838
3852;-17.24;48850
3853;-17.43;48862
3854;-17.09;48873
3855;-17.05;48885
3856;-17.76;48897
3857;-17.80;48909
3858;-17.86;48921
3859;-17.73;48933
3860;-17.19;48945
3861;-17.55;48957
3862;-17.53;48969
3863;-17.34;48981
3864;-17.83;48992
3865;-17.82;49004
3866;-17.54;49016
3867;-18.12;49028
3868;-18.01;49040
3869;-17.07;49052
3870;-16.99;49064
3871;-17.29;49076
3872;-17.85;49088
3873;-17.97;49100
3874;-17.63;49111
3875;-17.50;49123
3876;-16.58;49135
3877;-16.57;49147
3878;-16.25;49159
3879;-16.20;49171
3880;-16.97;49183
3881;-17.38;49195
3882;-17.31;49207
3883;-17.95;49219
3884;-17.82;49231
3885;-17.48;49242
3886;-16.93;49254
3887;-17.65;49266
3888;-17.45;49278
3889;-17.79;49290
3890;-18.49;49302
3891;-18.27;49314
3892;-17.54;49326
3893;-17.01;49338
3894;-16.84;49350
3895;-17.61;49361
3896;-18.00;49373
3897;-17.72;49385
3898;-17.62;49397
3899;-17.11;49409
3900;-17.28;49421
3901;-17.61;49433
3902;-17.47;49445
3903;-17.30;49457
3904;-17.07;49469
3905;-16.99;49480
3906;-17.83;49492
3907;-18.17;49504
3908;-17.76;49516
3909;-17.21;49528
3910;-17.34;49540
3911;-17.42;49552
3912;-17.64;49564
3913;-17.73;49576
3914;-17.80;49588
3915;-17.50;49599
3916;-17.65;49611
3917;-17.02;49623
3918;-16.44;49635
3919;-16.86;49647
3920;-16.61;49659
3921;-17.33;49671
3922;-17.65;49683
3923;-17.55;49695
3924;-17.62;49707
3925;-17.53;49718
3926;-17.57;49730
3927;-17.25;49742
3928;-17.69;49754
3929;-17.23;49766
3930;-17.37;49778
3931;-17.73;49790
3932;-17.45;49802
3933;-16.87;49814
3934;-17.15;49826
3935;-17.86;49837
3936;-17.16;49849
3937;-16.41;49861
3938;-16.26;49873
3939;-17.05;49885
3940;-17.71;49897
3941;-17.59;49909
3942;-16.83;49921
3943;-16.86;49933
3944;-17.51;49945
3945;-17.60;49956
3946;-17.45;49968
3947;-17.88;49980
3948;-17.51;49992
3949;-17.53;50004
3950;-17.41;50016
3951;-17.60;50028
3952;-17.28;50040
3953;-17.15;50052
3954;-17.36;50064
3955;-17.30;50075
3956;-17.35;50087
3957;-16.95;50099
3958;-16.80;50111
3959;-16.46;50123
3960;-17.43;50135
3961;-17.80;50147
3962;-17.75;50159
3963;-17.19;50171
3964;-16.90;50183
3965;-17.75;50195
3966;-17.91;50206
3967;-17.51;50218
3968;-17.41;50230
3969;-17.80;50242
3970;-17.50;50254
